chi_kappa,L,P_counter,Supply,Deficit
0.8259183673469387,0.5173469387755102,86.38090336791723,0.31655920269953386,86.06434416521769
0.8259183673469387,0.5275510204081633,89.82239849506924,0.3291698965191683,89.49322859855008
0.8259183673469387,0.5377551020408163,93.33113140569552,0.3420268929524676,92.98910451274305
0.8259183673469387,0.5479591836734693,96.9071029087096,0.35513019199943135,96.55197271671017
0.8259183673469387,0.5581632653061224,100.55031381308996,0.36847979366006006,100.1818340194299
0.8259183673469387,0.5683673469387754,104.26076492788029,0.3820756979343536,103.87868922994593
0.8259183673469387,0.5785714285714285,108.03845706219036,0.39591790482231165,107.64253915736805
0.8259183673469387,0.5887755102040816,111.88339102519485,0.41000641432393464,111.47338461087092
0.8259183673469387,0.5989795918367347,115.795567626134,0.4243412264392223,115.37122639969478
0.8259183673469387,0.6091836734693877,119.77498767431358,0.4389223411681747,119.3360653331454
0.8259183673469387,0.6193877551020408,123.82165197910507,0.4537497585107918,123.36790222059427
0.8259183673469387,0.6295918367346939,127.93556134994492,0.4688234784670737,127.46673787147785
0.8259183673469387,0.639795918367347,132.11671659633564,0.4841435010370203,131.63257309529862
0.8259183673469387,0.65,136.36511852784466,0.49970982622063165,135.86540870162403
1.233877551020408,0.15,16.204803356739216,0.026611765893406417,16.17819159084581
1.233877551020408,0.16020408163265307,18.48460340084515,0.03035556562111041,18.454247835224038
1.233877551020408,0.1704081632653061,20.914407578716887,0.03434566796247913,20.880061910754407
1.233877551020408,0.18061224489795918,23.494212587643204,0.03858207291751259,23.45563051472569
1.233877551020408,0.19081632653061223,26.224022631119496,0.04306478048621078,26.180957850633284
1.233877551020408,0.2010204081632653,29.103839509590113,0.047793790668573734,29.05604571892154
1.233877551020408,0.21122448979591835,32.13366502364424,0.052769103464601376,32.08089592017964
1.233877551020408,0.22142857142857142,35.31350097401629,0.057990718874293794,35.255510255142
1.233877551020408,0.2316326530612245,38.6433491615861,0.06345863689765094,38.57989052468845
1.233877551020408,0.24183673469387754,42.12321138737849,0.06917285753467281,42.054038529843815
1.233877551020408,0.2520408163265306,45.753089452563636,0.07513338078535943,45.677956071778276
1.233877551020408,0.26224489795918365,49.53298515845687,0.08134020664971078,49.451644951807154
1.233877551020408,0.2724489795918367,53.46290030651926,0.08779333512772688,53.37510697139153
1.233877551020408,0.28265306122448974,57.54283669835629,0.09449276621940768,57.44834393213688
1.233877551020408,0.2928571428571428,61.77279613571995,0.10143849992475322,61.6713576357952
1.233877551020408,0.3030612244897959,66.1527804205066,0.10863053624376352,66.04414988426284
1.233877551020408,0.31326530612244896,70.68279135475859,0.11606887517643857,70.56672247958215
1.233877551020408,0.32346938775510203,75.36283074066317,0.12375351672277835,75.2390772239404
1.233877551020408,0.3336734693877551,80.19290038055384,0.13168446088278285,80.06121591967106
1.233877551020408,0.3438775510204082,85.17300207690874,0.1398617076564521,85.0331403692523
1.233877551020408,0.3540816326530612,90.3031376323521,0.14828525704378606,90.15485237530832
1.233877551020408,0.36428571428571427,95.58330884965316,0.1569551090447848,95.42635374060838
1.233877551020408,0.3744897959183673,101.01351753172732,0.1658712636594482,100.84764626806786
1.233877551020408,0.38469387755102036,106.59376548163473,0.1750337208877764,106.41873176074695
1.233877551020408,0.39489795918367343,112.32405450258231,0.18444248072976926,112.13961202185254
1.233877551020408,0.4051020408163265,118.2043863979209,0.19409754318542696,118.01028885473548
1.233877551020408,0.4153061224489796,124.23476297114853,0.20399890825474937,124.03076406289378
1.233877551020408,0.42551020408163265,130.41518602590887,0.21414657593773648,130.20103944997112
1.233877551020408,0.4357142857142857,136.74565736598979,0.22454054623438838,136.5211168197554
1.233877551020408,0.4459183673469388,143.22617879532592,0.235180819144705,142.9909979761812
1.233877551020408,0.45612244897959175,149.85675211799798,0.24606739466868624,149.61068472332929
1.233877551020408,0.4663265306122448,156.63737913823235,0.2572002728063323,156.38017886542602
1.233877551020408,0.4765306122448979,163.56806166040013,0.2685794535576432,163.2994822068425
1.233877551020408,0.486734693877551,170.6488014890192,0.28020493692261866,170.3685965520966
1.233877551020408,0.49693877551020404,177.8796004287532,0.29207672290125897,177.58752370585194
